AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2025,5,150101,LIMA METROPOLITANA,LIMA,LIMA,M,60 A MAS AÑOS,PERÚ,3
2025,5,21806,ÁNCASH,SANTA,NEPEÑA,F,12-17 AÑOS,PERÚ,2
2025,1,100102,HUÁNUCO,HUANUCO,AMARILIS,F,12-17 AÑOS,PERÚ,4
2025,9,230104,TACNA,TACNA,CIUDAD NUEVA,F,0-5 AÑOS,PERÚ,1
2025,5,140120,LAMBAYEQUE,CHICLAYO,TUMAN,M,30-59 AÑOS,PERÚ,1
2025,2,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,VENEZUELA,2
2025,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,60 A MAS AÑOS,PERÚ,3
2025,7,60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,F,12-17 AÑOS,PERÚ,1
2025,2,61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,M,12-17 AÑOS,PERÚ,1
2025,3,211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,F,12-17 AÑOS,PERÚ,1
2025,3,30213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,F,18-29 AÑOS,PERÚ,2
2025,7,40128,AREQUIPA,AREQUIPA,YURA,M,12-17 AÑOS,PERÚ,2
2025,1,110112,ICA,ICA,SUBTANJALLA,F,12-17 AÑOS,PERÚ,2
2025,2,150601,REGIÓN LIMA,HUARAL,HUARAL,M,0-5 AÑOS,PERÚ,1
2025,9,150505,REGIÓN LIMA,CAÑETE,CHILCA,M,60 A MAS AÑOS,PERÚ,1
2025,6,190308,PASCO,OXAPAMPA,CONSTITUCION,M,0-5 AÑOS,PERÚ,1
2025,2,40301,AREQUIPA,CARAVELI,CARAVELI,M,60 A MAS AÑOS,PERÚ,1
2025,6,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,F,12-17 AÑOS,PERÚ,7
2025,3,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,18-29 AÑOS,PERÚ,2
2025,8,150101,LIMA METROPOLITANA,LIMA,LIMA,F,6-11 AÑOS,PERÚ,1
2025,1,250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,M,60 A MAS AÑOS,PERÚ,1
2025,4,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,30-59 AÑOS,PERÚ,1
2025,2,200701,PIURA,TALARA,PARIÑAS,M,18-29 AÑOS,VENEZUELA,1
2025,7,200401,PIURA,MORROPON,CHULUCANAS,F,12-17 AÑOS,PERÚ,1
2025,5,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,0-5 AÑOS,ECUADOR,1
2025,8,130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,F,12-17 AÑOS,PERÚ,1
2025,3,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,12-17 AÑOS,VENEZUELA,1
2025,10,40123,AREQUIPA,AREQUIPA,TIABAYA,M,12-17 AÑOS,PERÚ,1
2025,1,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,30-59 AÑOS,VENEZUELA,1
2025,4,80101,CUSCO,CUSCO,CUSCO,M,12-17 AÑOS,PERÚ,2
2025,8,200104,PIURA,PIURA,CASTILLA,F,30-59 AÑOS,PERÚ,1
2025,2,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,M,60 A MAS AÑOS,PERÚ,1
2025,6,20101,ÁNCASH,HUARAZ,HUARAZ,F,12-17 AÑOS,PERÚ,5
2025,10,150812,REGIÓN LIMA,HUAURA,VEGUETA,F,12-17 AÑOS,PERÚ,1
2025,8,211301,PUNO,YUNGUYO,YUNGUYO,M,12-17 AÑOS,PERÚ,2
2025,4,120101,JUNÍN,HUANCAYO,HUANCAYO,F,30-59 AÑOS,PERÚ,3
2025,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 A MAS AÑOS,PERÚ,1
2025,10,80601,CUSCO,CANCHIS,SICUANI,F,12-17 AÑOS,PERÚ,1
2025,8,10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,M,30-59 AÑOS,PERÚ,1
2025,7,221003,SAN MARTÍN,TOCACHE,POLVORA,F,12-17 AÑOS,PERÚ,1
2025,8,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,M,12-17 AÑOS,PERÚ,1
2025,3,100207,HUÁNUCO,AMBO,SAN RAFAEL,F,12-17 AÑOS,PERÚ,4
2025,4,40103,AREQUIPA,AREQUIPA,CAYMA,M,12-17 AÑOS,PERÚ,1
2025,8,10513,AMAZONAS,LUYA,OCUMAL,M,18-29 AÑOS,PERÚ,1
2025,5,240101,TUMBES,TUMBES,TUMBES,M,,PERÚ,1
2025,4,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,30-59 AÑOS,PERÚ,1
2025,7,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,F,12-17 AÑOS,PERÚ,1
2025,6,81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,F,18-29 AÑOS,PERÚ,1
2025,8,200115,PIURA,PIURA,26 DE OCTUBRE,F,18-29 AÑOS,PERÚ,1
2025,6,200101,PIURA,PIURA,PIURA,F,18-29 AÑOS,PERÚ,1
2025,7,100804,HUÁNUCO,PACHITEA,UMARI,F,12-17 AÑOS,PERÚ,1
2025,1,150101,LIMA METROPOLITANA,LIMA,LIMA,F,18-29 AÑOS,VENEZUELA,1
2025,10,250302,UCAYALI,PADRE ABAD,IRAZOLA,F,12-17 AÑOS,PERÚ,1
2025,4,40128,AREQUIPA,AREQUIPA,YURA,F,12-17 AÑOS,PERÚ,2
2025,1,61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,F,12-17 AÑOS,PERÚ,2
2025,4,150806,REGIÓN LIMA,HUAURA,HUAURA,F,30-59 AÑOS,PERÚ,1
2025,6,140120,LAMBAYEQUE,CHICLAYO,TUMAN,F,30-59 AÑOS,PERÚ,2
2025,9,210402,PUNO,CHUCUITO,DESAGUADERO,M,12-17 AÑOS,PERÚ,1
2025,7,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,F,30-59 AÑOS,PERÚ,1
2025,10,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,12-17 AÑOS,PERÚ,1
2025,3,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,60 A MAS AÑOS,PERÚ,1
2025,5,120101,JUNÍN,HUANCAYO,HUANCAYO,M,12-17 AÑOS,PERÚ,3
2025,6,200109,PIURA,PIURA,LA ARENA,F,18-29 AÑOS,PERÚ,1
2025,10,190307,PASCO,OXAPAMPA,VILLA RICA,F,60 A MAS AÑOS,PERÚ,1
2025,5,160105,LORETO,MAYNAS,LAS AMAZONAS,M,60 A MAS AÑOS,PERÚ,1
2025,6,80901,CUSCO,LA CONVENCION,SANTA ANA,M,12-17 AÑOS,PERÚ,2
2025,7,110501,ICA,PISCO,PISCO,F,12-17 AÑOS,PERÚ,1
2025,3,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,6-11 AÑOS,PERÚ,1
2025,2,90607,HUANCAVELICA,HUAYTARA,PILPICHACA,M,0-5 AÑOS,PERÚ,1
2025,3,220909,SAN MARTÍN,SAN MARTIN,LA BANDA DE SHILCAYO,M,18-29 AÑOS,PERÚ,1
2025,10,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,12-17 AÑOS,PERÚ,5
2025,10,200105,PIURA,PIURA,CATACAOS,F,12-17 AÑOS,PERÚ,1
2025,5,210102,PUNO,PUNO,ACORA,F,12-17 AÑOS,PERÚ,1
2025,3,21801,ÁNCASH,SANTA,CHIMBOTE,F,12-17 AÑOS,VENEZUELA,2
2025,10,120607,JUNÍN,SATIPO,RIO NEGRO,F,12-17 AÑOS,PERÚ,1
2025,7,50401,AYACUCHO,HUANTA,HUANTA,F,12-17 AÑOS,PERÚ,1
2025,2,80805,CUSCO,ESPINAR,PALLPATA,F,12-17 AÑOS,PERÚ,1
2025,3,60801,CAJAMARCA,JAEN,JAEN,M,60 A MAS AÑOS,PERÚ,1
2025,5,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,F,12-17 AÑOS,PERÚ,1
2025,10,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,F,12-17 AÑOS,PERÚ,1
2025,9,200104,PIURA,PIURA,CASTILLA,M,12-17 AÑOS,PERÚ,1
2025,5,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,12-17 AÑOS,PERÚ,4
2025,6,150202,REGIÓN LIMA,BARRANCA,PARAMONGA,F,12-17 AÑOS,PERÚ,2
2025,1,150119,LIMA METROPOLITANA,LIMA,LURIN,M,30-59 AÑOS,PERÚ,2
2025,7,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,18-29 AÑOS,PERÚ,3
2025,1,21803,ÁNCASH,SANTA,COISHCO,F,12-17 AÑOS,PERÚ,1
2025,2,60801,CAJAMARCA,JAEN,JAEN,M,12-17 AÑOS,PERÚ,1
2025,2,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,M,60 A MAS AÑOS,PERÚ,1
2025,6,81301,CUSCO,URUBAMBA,URUBAMBA,M,18-29 AÑOS,PERÚ,1
2025,1,150129,LIMA METROPOLITANA,LIMA,SAN BARTOLO,F,30-59 AÑOS,PERÚ,1
2025,7,80106,CUSCO,CUSCO,SANTIAGO,F,12-17 AÑOS,PERÚ,8
2025,6,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,M,12-17 AÑOS,PERÚ,2
2025,5,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,M,12-17 AÑOS,PERÚ,2
2025,9,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,18-29 AÑOS,PERÚ,2
2025,7,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,60 A MAS AÑOS,PERÚ,2
2025,5,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,12-17 AÑOS,PERÚ,12
2025,9,40307,AREQUIPA,CARAVELI,CHALA,F,12-17 AÑOS,PERÚ,1
2025,2,110106,ICA,ICA,PARCONA,M,18-29 AÑOS,PERÚ,2
2025,4,80401,CUSCO,CALCA,CALCA,F,18-29 AÑOS,PERÚ,1
2025,10,40122,AREQUIPA,AREQUIPA,SOCABAYA,M,12-17 AÑOS,PERÚ,1
2025,8,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,60 A MAS AÑOS,PERÚ,2
2025,5,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,18-29 AÑOS,PERÚ,1
2025,9,220801,SAN MARTÍN,RIOJA,RIOJA,M,12-17 AÑOS,PERÚ,1
2025,6,120601,JUNÍN,SATIPO,SATIPO,F,12-17 AÑOS,PERÚ,3
2025,9,150110,LIMA METROPOLITANA,LIMA,COMAS,F,18-29 AÑOS,PERÚ,2
2025,3,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,M,12-17 AÑOS,PERÚ,1
2025,9,50104,AYACUCHO,HUAMANGA,CARMEN ALTO,M,6-11 AÑOS,PERÚ,1
2025,6,150728,REGIÓN LIMA,HUAROCHIRI,SANTA EULALIA,M,30-59 AÑOS,PERÚ,1
2025,6,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,12-17 AÑOS,PERÚ,1
2025,2,80402,CUSCO,CALCA,COYA,F,12-17 AÑOS,PERÚ,1
2025,8,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,M,0-5 AÑOS,PERÚ,1
2025,9,210101,PUNO,PUNO,PUNO,M,30-59 AÑOS,PERÚ,7
2025,2,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,12-17 AÑOS,PERÚ,7
2025,1,80301,CUSCO,ANTA,ANTA,M,12-17 AÑOS,PERÚ,1
2025,10,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,F,12-17 AÑOS,PERÚ,2
2025,3,81001,CUSCO,PARURO,PARURO,M,30-59 AÑOS,PERÚ,1
2025,10,70101,CALLAO,CALLAO,CALLAO,M,60 A MAS AÑOS,PERÚ,1
2025,2,100317,HUÁNUCO,DOS DE MAYO,RIPAN,F,30-59 AÑOS,PERÚ,1
2025,5,240101,TUMBES,TUMBES,TUMBES,F,12-17 AÑOS,PERÚ,5
2025,6,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,12-17 AÑOS,PERÚ,2
2025,4,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,60 A MAS AÑOS,PERÚ,1
2025,5,70106,CALLAO,CALLAO,VENTANILLA,M,18-29 AÑOS,PERÚ,1
2025,10,240101,TUMBES,TUMBES,TUMBES,M,60 A MAS AÑOS,PERÚ,1
2025,1,230101,TACNA,TACNA,TACNA,M,12-17 AÑOS,PERÚ,2
2025,5,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,60 A MAS AÑOS,PERÚ,1
2025,2,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,12-17 AÑOS,PERÚ,2
2025,5,211101,PUNO,SAN ROMAN,JULIACA,M,18-29 AÑOS,PERÚ,3
2025,7,200205,PIURA,AYABACA,MONTERO,F,12-17 AÑOS,PERÚ,1
2025,2,210101,PUNO,PUNO,PUNO,F,12-17 AÑOS,PERÚ,6
2025,1,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,60 A MAS AÑOS,PERÚ,1
2025,1,140205,LAMBAYEQUE,FERREÑAFE,PITIPO,F,12-17 AÑOS,PERÚ,1
2025,9,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,F,18-29 AÑOS,PERÚ,1
2025,6,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,F,60 A MAS AÑOS,PERÚ,1
2025,9,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,30-59 AÑOS,PERÚ,1
2025,6,130201,LA LIBERTAD,ASCOPE,ASCOPE,F,18-29 AÑOS,PERÚ,1
2025,8,250201,UCAYALI,ATALAYA,RAYMONDI,M,12-17 AÑOS,PERÚ,2
2025,4,150110,LIMA METROPOLITANA,LIMA,COMAS,M,60 A MAS AÑOS,PERÚ,6
2025,2,150505,REGIÓN LIMA,CAÑETE,CHILCA,F,18-29 AÑOS,PERÚ,1
2025,9,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,12-17 AÑOS,PERÚ,3
2025,8,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,M,30-59 AÑOS,PERÚ,1
2025,8,230101,TACNA,TACNA,TACNA,F,18-29 AÑOS,PERÚ,5
2025,10,80103,CUSCO,CUSCO,POROY,F,12-17 AÑOS,PERÚ,1
2025,8,80301,CUSCO,ANTA,ANTA,F,18-29 AÑOS,PERÚ,1
2025,9,30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,M,60 A MAS AÑOS,PERÚ,1
2025,10,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,30-59 AÑOS,PERÚ,1
2025,3,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,18-29 AÑOS,VENEZUELA,1
2025,2,40208,AREQUIPA,CAMANA,SAMUEL PASTOR,F,18-29 AÑOS,PERÚ,1
2025,9,130110,LA LIBERTAD,TRUJILLO,SIMBAL,M,12-17 AÑOS,PERÚ,1
2025,6,150104,LIMA METROPOLITANA,LIMA,BARRANCO,F,6-11 AÑOS,PERÚ,1
2025,2,120302,JUNÍN,CHANCHAMAYO,PERENE,F,18-29 AÑOS,PERÚ,2
2025,2,30101,APURIMAC,ABANCAY,ABANCAY,F,18-29 AÑOS,PERÚ,2
2025,8,170201,MADRE DE DIOS,MANU,MANU,M,30-59 AÑOS,PERÚ,1
2025,9,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,12-17 AÑOS,VENEZUELA,1
2025,8,30501,APURIMAC,COTABAMBAS,TAMBOBAMBA,F,12-17 AÑOS,PERÚ,2
2025,4,150102,LIMA METROPOLITANA,LIMA,ANCON,M,12-17 AÑOS,PERÚ,1
2025,2,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,60 A MAS AÑOS,PERÚ,2
2025,8,80910,CUSCO,LA CONVENCION,PICHARI,F,6-11 AÑOS,PERÚ,1
2025,5,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,18-29 AÑOS,PERÚ,2
2025,4,240101,TUMBES,TUMBES,TUMBES,M,30-59 AÑOS,PERÚ,3
2025,10,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,M,30-59 AÑOS,PERÚ,1
2025,8,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,F,60 A MAS AÑOS,PERÚ,1
2025,8,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,6-11 AÑOS,PERÚ,1
2025,8,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,12-17 AÑOS,PERÚ,6
2025,3,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,M,30-59 AÑOS,PERÚ,1
2025,5,10511,AMAZONAS,LUYA,MARIA,M,18-29 AÑOS,PERÚ,1
2025,10,220102,SAN MARTÍN,MOYOBAMBA,CALZADA,F,12-17 AÑOS,PERÚ,1
2025,3,150110,LIMA METROPOLITANA,LIMA,COMAS,F,18-29 AÑOS,PERÚ,4
2025,3,230104,TACNA,TACNA,CIUDAD NUEVA,M,18-29 AÑOS,PERÚ,1
2025,8,110101,ICA,ICA,ICA,F,12-17 AÑOS,PERÚ,3
2025,4,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,12-17 AÑOS,PERÚ,2
2025,2,140118,LAMBAYEQUE,CHICLAYO,POMALCA,M,12-17 AÑOS,PERÚ,1
2025,9,30504,APURIMAC,COTABAMBAS,HAQUIRA,F,18-29 AÑOS,PERÚ,1
2025,10,60902,CAJAMARCA,SAN IGNACIO,CHIRINOS,F,12-17 AÑOS,PERÚ,1
2025,2,50204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,M,30-59 AÑOS,PERÚ,1
2025,9,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,M,60 A MAS AÑOS,PERÚ,1
2025,1,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,12-17 AÑOS,PERÚ,2
2025,1,40128,AREQUIPA,AREQUIPA,YURA,F,30-59 AÑOS,PERÚ,1
2025,6,80105,CUSCO,CUSCO,SAN SEBASTIAN,M,30-59 AÑOS,PERÚ,1
2025,3,240304,TUMBES,ZARUMILLA,PAPAYAL,F,12-17 AÑOS,PERÚ,1
2025,5,140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,M,12-17 AÑOS,PERÚ,1
2025,3,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,60 A MAS AÑOS,PERÚ,9
2025,10,81303,CUSCO,URUBAMBA,HUAYLLABAMBA,M,18-29 AÑOS,PERÚ,1
2025,1,50701,AYACUCHO,PARINACOCHAS,CORACORA,F,12-17 AÑOS,PERÚ,1
2025,4,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,18-29 AÑOS,PERÚ,1
2025,3,80408,CUSCO,CALCA,YANATILE,M,30-59 AÑOS,PERÚ,2
2025,4,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,6-11 AÑOS,PERÚ,1
2025,5,160301,LORETO,LORETO,NAUTA,F,12-17 AÑOS,PERÚ,1
2025,1,40103,AREQUIPA,AREQUIPA,CAYMA,M,30-59 AÑOS,PERÚ,1
2025,7,190101,PASCO,PASCO,CHAUPIMARCA,F,12-17 AÑOS,PERÚ,1
2025,1,30217,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,M,30-59 AÑOS,PERÚ,1
2025,2,110401,ICA,PALPA,PALPA,M,12-17 AÑOS,PERÚ,1
2025,2,61111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,F,30-59 AÑOS,PERÚ,1
2025,9,200101,PIURA,PIURA,PIURA,F,12-17 AÑOS,PERÚ,7
2025,7,211101,PUNO,SAN ROMAN,JULIACA,M,60 A MAS AÑOS,PERÚ,1
2025,1,150601,REGIÓN LIMA,HUARAL,HUARAL,M,60 A MAS AÑOS,PERÚ,3
2025,3,200114,PIURA,PIURA,TAMBO GRANDE,F,12-17 AÑOS,PERÚ,2
2025,3,70106,CALLAO,CALLAO,VENTANILLA,M,30-59 AÑOS,ECUADOR,1
2025,5,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,6-11 AÑOS,PERÚ,1
2025,7,200115,PIURA,PIURA,26 DE OCTUBRE,F,12-17 AÑOS,PERÚ,2
2025,3,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,12-17 AÑOS,PERÚ,3
2025,2,30209,APURIMAC,ANDAHUAYLAS,PACUCHA,F,12-17 AÑOS,PERÚ,1
2025,3,120101,JUNÍN,HUANCAYO,HUANCAYO,F,12-17 AÑOS,PERÚ,3
2025,1,50401,AYACUCHO,HUANTA,HUANTA,M,12-17 AÑOS,PERÚ,1
2025,3,40520,AREQUIPA,CAYLLOMA,MAJES,M,30-59 AÑOS,PERÚ,1
2025,9,60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,M,12-17 AÑOS,PERÚ,1
2025,6,210501,PUNO,EL COLLAO,ILAVE,M,30-59 AÑOS,PERÚ,1
2025,7,221001,SAN MARTÍN,TOCACHE,TOCACHE,F,12-17 AÑOS,PERÚ,1
2025,7,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,30-59 AÑOS,PERÚ,1
2025,6,40103,AREQUIPA,AREQUIPA,CAYMA,F,60 A MAS AÑOS,PERÚ,1
2025,8,120401,JUNÍN,JAUJA,JAUJA,M,60 A MAS AÑOS,PERÚ,1
2025,8,80101,CUSCO,CUSCO,CUSCO,F,60 A MAS AÑOS,PERÚ,1
2025,5,150110,LIMA METROPOLITANA,LIMA,COMAS,F,18-29 AÑOS,PERÚ,3
2025,2,140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,F,12-17 AÑOS,PERÚ,1
2025,3,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,18-29 AÑOS,PERÚ,1
2025,3,170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,M,30-59 AÑOS,PERÚ,1
2025,7,200110,PIURA,PIURA,LA UNION,M,12-17 AÑOS,PERÚ,1
2025,1,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,12-17 AÑOS,VENEZUELA,1
2025,5,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,12-17 AÑOS,ECUADOR,1
2025,10,150122,LIMA METROPOLITANA,LIMA,MIRAFLORES,M,30-59 AÑOS,CHILE,1
2025,2,120201,JUNÍN,CONCEPCION,CONCEPCION,F,12-17 AÑOS,PERÚ,2
2025,5,210101,PUNO,PUNO,PUNO,M,30-59 AÑOS,PERÚ,3
2025,6,230101,TACNA,TACNA,TACNA,F,30-59 AÑOS,PERÚ,1
2025,3,120119,JUNÍN,HUANCAYO,HUANCAN,F,18-29 AÑOS,PERÚ,1
2025,3,80902,CUSCO,LA CONVENCION,ECHARATE,M,12-17 AÑOS,PERÚ,1
2025,7,100201,HUÁNUCO,AMBO,AMBO,F,30-59 AÑOS,PERÚ,1
2025,10,81301,CUSCO,URUBAMBA,URUBAMBA,M,12-17 AÑOS,PERÚ,1
2025,5,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,M,30-59 AÑOS,PERÚ,2
2025,7,80303,CUSCO,ANTA,CACHIMAYO,F,12-17 AÑOS,PERÚ,2
2025,5,220801,SAN MARTÍN,RIOJA,RIOJA,M,12-17 AÑOS,PERÚ,1
2025,5,230104,TACNA,TACNA,CIUDAD NUEVA,M,18-29 AÑOS,PERÚ,1
2025,10,80108,CUSCO,CUSCO,WANCHAQ,F,18-29 AÑOS,PERÚ,1
2025,7,40608,AREQUIPA,CONDESUYOS,YANAQUIHUA,M,12-17 AÑOS,PERÚ,1
2025,9,150119,LIMA METROPOLITANA,LIMA,LURIN,M,18-29 AÑOS,PERÚ,1
2025,1,131201,LA LIBERTAD,VIRU,VIRU,F,12-17 AÑOS,PERÚ,1
2025,7,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,F,12-17 AÑOS,PERÚ,1
2025,4,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,18-29 AÑOS,PERÚ,2
2025,10,150103,LIMA METROPOLITANA,LIMA,ATE,M,12-17 AÑOS,PERÚ,5
2025,6,140118,LAMBAYEQUE,CHICLAYO,POMALCA,F,12-17 AÑOS,PERÚ,1
2025,7,80106,CUSCO,CUSCO,SANTIAGO,M,60 A MAS AÑOS,PERÚ,2
2025,5,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,12-17 AÑOS,PERÚ,7
2025,9,10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,F,12-17 AÑOS,PERÚ,1
2025,8,120905,JUNÍN,CHUPACA,HUAMANCACA CHICO,F,12-17 AÑOS,PERÚ,1
2025,5,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,60 A MAS AÑOS,PERÚ,2
2025,5,40128,AREQUIPA,AREQUIPA,YURA,M,30-59 AÑOS,PERÚ,4
2025,9,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,12-17 AÑOS,PERÚ,2
2025,6,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,12-17 AÑOS,PERÚ,1
2025,7,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,60 A MAS AÑOS,PERÚ,2
2025,6,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,30-59 AÑOS,PERÚ,1
2025,9,22003,ÁNCASH,YUNGAY,MANCOS,F,60 A MAS AÑOS,PERÚ,1
2025,2,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,18-29 AÑOS,PERÚ,1
2025,8,210501,PUNO,EL COLLAO,ILAVE,F,18-29 AÑOS,PERÚ,1
2025,5,80105,CUSCO,CUSCO,SAN SEBASTIAN,M,30-59 AÑOS,MEXICO,1
2025,10,210201,PUNO,AZANGARO,AZANGARO,F,12-17 AÑOS,PERÚ,1
2025,1,90118,HUANCAVELICA,HUANCAVELICA,ASCENSION,F,12-17 AÑOS,PERÚ,1
2025,8,160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,M,12-17 AÑOS,PERÚ,1
2025,10,150605,REGIÓN LIMA,HUARAL,CHANCAY,M,60 A MAS AÑOS,PERÚ,1
2025,7,150601,REGIÓN LIMA,HUARAL,HUARAL,M,60 A MAS AÑOS,PERÚ,1
2025,10,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,12-17 AÑOS,PERÚ,2
2025,9,200104,PIURA,PIURA,CASTILLA,F,12-17 AÑOS,PERÚ,2
2025,7,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,60 A MAS AÑOS,PERÚ,1
2025,5,120101,JUNÍN,HUANCAYO,HUANCAYO,F,12-17 AÑOS,PERÚ,1
2025,1,200115,PIURA,PIURA,26 DE OCTUBRE,F,12-17 AÑOS,PERÚ,8
2025,3,80106,CUSCO,CUSCO,SANTIAGO,F,0-5 AÑOS,PERÚ,1
2025,10,190307,PASCO,OXAPAMPA,VILLA RICA,M,60 A MAS AÑOS,PERÚ,1
